id,phrases
54,"3.21 Impulsaremos el seguimiento y análisis de las tendencias del mercado laboral, formularemos políticas públicas innovadoras orientadas al empleo y mejoraremos la gestión integral de las políticas activas de empleo. Apostaremos por la evaluación y el impacto de las políticas públicas en materia laboral."
55,"3.22 Pondremos en marcha un programa de acompañamiento continuo para demandantes de empleo. Reforzaremos la plantilla de orientadores profesionales para mejorar la ratio demandante de empleo/orientador, permitiendo así un tratamiento individualizado. Potenciaremos la colaboración público-privada para aumentar la probabilidad de encontrar un empleo y nos valdremos de las nuevas tecnologías para identificar oportunidades y mejorar el emparejamiento."
56,3.23 Impulsaremos el sistema de cheques-formación para que los ciudadanos desempleados puedan elegir sin intermediarios el centro en el que prefieran formarse. Crearemos un portal unificado que reúna toda la oferta disponible de cursos de formación homologados por la Comunidad de Madrid.
57,"3.24 Pondremos en marcha los itinerarios de inserción laboral asociados al Ingreso Mínimo Vital que el Gobierno aún no ha elaborado. Después de un año de la aprobación del IMV, debemos asegurar que esta prestación no actúa como una trampa de pobreza. La Comunidad de Madrid impulsará los itinerarios de empleabilidad para asegurar que los beneficiarios de esta renta mejoran sus habilidades y competencias para conseguir un empleo."
58,"Natalidad y conciliación 4.1 Garantizaremos el acceso a la reproducción asistida con más recursos y desgravaciones. Aumentaremos los recursos, ampliaremos la edad límite para acceder a estas técnicas dentro de la cartera de servicios de la Seguridad Social, y las mujeres que tengan que recurrir a una clínica privada podrán desgravarse el gasto en la declaración de la renta. 4.2 Los centros de trabajo con 250 trabajadores dispondrán de servicio de guardería para mejorar la conciliación familiar y laboral de las familias madrileñas. Colaboraremos con las empresas para eliminar uno de los principales obstáculos de las políticas de conciliación asumiendo el coste de contratación del personal de cuidados de guardería, ampliando, de esta forma, la red de centros infantiles en la región. 4.3 Mejoraremos la conciliación de las familias mediante programas complementarios a la jornada lectiva. Respetaremos la elección de las familias por el modelo de jornada continua cuando sea mayoritario en el centro educativo, e impulsaremos medidas para mitigar los posibles efectos que esto pueda tener sobre las posibilidades de conciliación de las familias. 4.4 Educación de 0 a 3 años universal y gratuita. Seguiremos aumentando la oferta educativa de 0-3 años para favorecer la conciliación. Garantizaremos la gratuidad de las matrículas en las escuelas infantiles y ampliaremos la oferta existente. 4.5 1 alumno, 1 tablet. Garantizaremos la inclusión digital de los alumnos de educación obligatoria y apostaremos por una educación en habilidades digitales sin que la condición socioeconómica de los alumnos sea un motivo de exclusión en las nuevas formas de educación."
59,"4.1 Garantizaremos el acceso a la reproducción asistida con más recursos y desgravaciones. Aumentaremos los recursos, ampliaremos la edad límite para acceder a estas técnicas dentro de la cartera de servicios de la Seguridad Social, y las mujeres que tengan que recurrir a una clínica privada podrán desgravarse el gasto en la declaración de la renta."
60,"4.2 Los centros de trabajo con 250 trabajadores dispondrán de servicio de guardería para mejorar la conciliación familiar y laboral de las familias madrileñas. Colaboraremos con las empresas para eliminar uno de los principales obstáculos de las políticas de conciliación asumiendo el coste de contratación del personal de cuidados de guardería, ampliando, de esta forma, la red de centros infantiles en la región."
61,"4.3 Mejoraremos la conciliación de las familias mediante programas complementarios a la jornada lectiva. Respetaremos la elección de las familias por el modelo de jornada continua cuando sea mayoritario en el centro educativo, e impulsaremos medidas para mitigar los posibles efectos que esto pueda tener sobre las posibilidades de conciliación de las familias."
62,4.4 Educación de 0 a 3 años universal y gratuita. Seguiremos aumentando la oferta educativa de 0-3 años para favorecer la conciliación. Garantizaremos la gratuidad de las matrículas en las escuelas infantiles y ampliaremos la oferta existente.
63,"4.5 1 alumno, 1 tablet. Garantizaremos la inclusión digital de los alumnos de educación obligatoria y apostaremos por una educación en habilidades digitales sin que la condición socioeconómica de los alumnos sea un motivo de exclusión en las nuevas formas de educación."
64,"Familias y derechos 4.6 Promoveremos la custodia compartida como opción preferente en casos de separación o divorcio. Reclamaremos al Gobierno central que apruebe una Ley nacional de Custodia Compartida que recoja la doctrina del Tribunal Supremo que define esta modalidad de convivencia como la más respetuosa con el interés superior del menor. 4.7 Mejoraremos y agilizaremos los procesos de adopción, tanto nacionales como internacionales. Potenciaremos la coordinación entre las Comunidades Autónomas y fomentaremos el acogimiento familiar como modalidad preferente y más respetuosa para la guarda de menores que se encuentren en situación de desamparo. 4.8 Facilitaremos que nuestras mascotas puedan estar con nosotros en todos los ámbitos, en condiciones que garanticen la seguridad y tranquilidad del resto de usuarios. Estableceremos incentivos para los establecimientos comerciales y de hostelería que posibiliten el acceso a animales de compañía y a los hoteles que permitan su alojamiento en la misma habitación que sus cuidadores."
65,4.6 Promoveremos la custodia compartida como opción preferente en casos de separación o divorcio. Reclamaremos al Gobierno central que apruebe una Ley nacional de Custodia Compartida que recoja la doctrina del Tribunal Supremo que define esta modalidad de convivencia como la más respetuosa con el interés superior del menor.
66,"4.7 Mejoraremos y agilizaremos los procesos de adopción, tanto nacionales como internacionales. Potenciaremos la coordinación entre las Comunidades Autónomas y fomentaremos el acogimiento familiar como modalidad preferente y más respetuosa para la guarda de menores que se encuentren en situación de desamparo."
67,"4.8 Facilitaremos que nuestras mascotas puedan estar con nosotros en todos los ámbitos, en condiciones que garanticen la seguridad y tranquilidad del resto de usuarios. Estableceremos incentivos para los establecimientos comerciales y de hostelería que posibiliten el acceso a animales de compañía y a los hoteles que permitan su alojamiento en la misma habitación que sus cuidadores."
68,"Jóvenes 4.9 Crearemos un programa de cesión de viviendas para particulares que serán puestas en alquiler. Las viviendas se cederán al Organismo Autónomo de la Agencia de Vivienda Social a cambio de un canon fijo y seguro, que será determinado por el Gobierno de la Comunidad de Madrid, quedando la administración a cargo de la gestión del alquiler. 4.10 Reembolsaremos el importe de las matrículas universitarias del curso 2020-2021. Entregaremos a todos los estudiantes de grado de la Comunidad de Madrid del curso 2020-2021 un cheque por el importe de las tasas universitarias. Cada alumno de las universidades públicas madrileñas recibirá un cheque por el importe de los créditos matriculados en este curso por el valor correspondiente a la primera matrícula para que puedan pagar las tasas universitarias del curso 2021-2022 para estudios de grado. 4.11 Impulsaremos un Plan Director de Vivienda para la Comunidad de Madrid que priorice el acceso a la vivienda pública en régimen de alquiler a los jóvenes y a familias con menos ingresos. Introduciremos cupos en los procedimientos de adjudicación de viviendas públicas en régimen de alquiler para menores de 35 años y familias con pocos recursos, priorizando en la adjudicación a las unidades familiares monoparentales y familias numerosas. 4.12 Aprobaremos una Ley de lucha contra la okupación ilegal de viviendas y garantizaremos asistencia integral para las víctimas de esta lacra. La okupación ilegal priva a los propietarios de sus viviendas y genera problemas de convivencia a los vecinos que la padecen. Es, además, una amenaza para la seguridad, especialmente cuando las mafias utilizan los inmuebles okupados para cometer otros delitos, como el tráfico de drogas, la venta de productos falsificados o la trata con fines de explotación sexual, entre otros. 4.13 Promoveremos la construcción de nuevas viviendas dando uso a los excedentes de suelos dotacionales mediante la flexibilización de usos. Construir viviendas y aumentar la oferta es la única manera de bajar los precios y posibilitar el acceso de los jóvenes a la vivienda. Entre las nuevas promociones, nos aseguraremos de destinar un número suficiente a la vivienda pública en alquiler. Realizaremos nuevos proyectos piloto de vivienda pública a través del cohousing y cooperativas en alquiler, entre otros. 4.14 Pondremos en marcha un Plan de Regeneración y Rehabilitación Urbana en toda la región. Vamos a recuperar las zonas más degradadas de la región y vamos a mejorar las zonas urbanas que lo necesitan para incrementar la calidad de vida de los vecinos. Nos aseguraremos de que no dependa exclusivamente de las subvenciones públicas e incentivaremos el establecimiento de nuevos negocios y nuevos modelos económicos. Además, permitiremos la generación de nuevos aprovechamientos para financiar la rehabilitación aumentando los equipamientos necesarios en las zonas regeneradas."
69,"4.9 Crearemos un programa de cesión de viviendas para particulares que serán puestas en alquiler. Las viviendas se cederán al Organismo Autónomo de la Agencia de Vivienda Social a cambio de un canon fijo y seguro, que será determinado por el Gobierno de la Comunidad de Madrid, quedando la administración a cargo de la gestión del alquiler."
70,4.10 Reembolsaremos el importe de las matrículas universitarias del curso 2020-2021. Entregaremos a todos los estudiantes de grado de la Comunidad de Madrid del curso 2020-2021 un cheque por el importe de las tasas universitarias. Cada alumno de las universidades públicas madrileñas recibirá un cheque por el importe de los créditos matriculados en este curso por el valor correspondiente a la primera matrícula para que puedan pagar las tasas universitarias del curso 2021-2022 para estudios de grado.
71,"4.11 Impulsaremos un Plan Director de Vivienda para la Comunidad de Madrid que priorice el acceso a la vivienda pública en régimen de alquiler a los jóvenes y a familias con menos ingresos. Introduciremos cupos en los procedimientos de adjudicación de viviendas públicas en régimen de alquiler para menores de 35 años y familias con pocos recursos, priorizando en la adjudicación a las unidades familiares monoparentales y familias numerosas."
72,"4.12 Aprobaremos una Ley de lucha contra la okupación ilegal de viviendas y garantizaremos asistencia integral para las víctimas de esta lacra. La okupación ilegal priva a los propietarios de sus viviendas y genera problemas de convivencia a los vecinos que la padecen. Es, además, una amenaza para la seguridad, especialmente cuando las mafias utilizan los inmuebles okupados para cometer otros delitos, como el tráfico de drogas, la venta de productos falsificados o la trata con fines de explotación sexual, entre otros."
73,"4.13 Promoveremos la construcción de nuevas viviendas dando uso a los excedentes de suelos dotacionales mediante la flexibilización de usos. Construir viviendas y aumentar la oferta es la única manera de bajar los precios y posibilitar el acceso de los jóvenes a la vivienda. Entre las nuevas promociones, nos aseguraremos de destinar un número suficiente a la vivienda pública en alquiler. Realizaremos nuevos proyectos piloto de vivienda pública a través del cohousing y cooperativas en alquiler, entre otros."
74,"4.14 Pondremos en marcha un Plan de Regeneración y Rehabilitación Urbana en toda la región. Vamos a recuperar las zonas más degradadas de la región y vamos a mejorar las zonas urbanas que lo necesitan para incrementar la calidad de vida de los vecinos. Nos aseguraremos de que no dependa exclusivamente de las subvenciones públicas e incentivaremos el establecimiento de nuevos negocios y nuevos modelos económicos. Además, permitiremos la generación de nuevos aprovechamientos para financiar la rehabilitación aumentando los equipamientos necesarios en las zonas regeneradas."
75,"5.1 Aseguraremos la libertad de elección de las familias para la educación de sus hijos. Nos opondremos a la Ley Celaá para garantizar una educación de calidad, inclusiva en cumplimiento del artículo 27 de la Constitución Española. Garantizaremos la libertad de las familias para escolaricen a sus hijos en el centro educativo cuyo proyecto educativo les sea más atractivo y aumentaremos los recursos destinados a los Centros de Educación Especial y a los centros ordinarios que escolaricen a alumnado con necesidades educativas especiales. 5.2 Aumentaremos el número de docentes de la escuela pública, convirtiendo las 10.000 plazas de personal eventual de refuerzo durante la pandemia en personal fijo. Aseguraremos de manera paulatina, asimismo, las ratios de alumno por aula que se han establecido durante la pandemia. 5.3 Aprobaremos un plan de acción para una educación innovadora, inclusiva, equitativa y de calidad. Apostaremos por la educación en competencias, a través de proyectos y prácticas docentes innovadoras que tengan en cuenta las necesidades de los alumnos en materia de aprendizaje o competencias digitales. 5.4 Garantizaremos una financiación adecuada para los centros educativos privados-concertados. Promoveremos la revisión de la cuantía de los módulos de concierto para equiparar la financiación del puesto escolar en toda la red financiada con fondos públicos. 5.5 Proporcionaremos recursos complementarios a los centros privados-concertados que escolaricen a alumnado con necesidades educativas especiales. Crearemos una partida específica en los próximos Presupuestos regionales para dotar de mayores recursos humanos y materiales a los centros concertados que escolaricen a alumnado con necesidades educativas especiales. 5.6 Un sanitario en cada colegio. Aseguraremos que nuestros niños cuentan con un profesional sanitario que pueda hacer seguimiento desde el centro de los niños con patologías o alergias alimentarias, así como atender accidentes o dolencias puntuales con el conocimiento y aprobación de los padres. 5.7 Velaremos por el desarrollo del máximo potencial y la defensa de los derechos de todos, y en concreto cuando se trate de alumnos con necesidades educativas especiales o necesidades educativas de apoyo específico. 5.8 Garantizaremos la elección de centro para las familias madrileñas que tengan hijos con algún tipo de discapacidad. Posibilitaremos que las familias tengan acceso en igualdad de condiciones a centros de educación especial o en centros ordinarios con apoyos, anteponiendo siempre el bien superior del menor. 5.9 Apostaremos por la empleabilidad de nuestros jóvenes a través de la orientación desde la enseñanza obligatoria. Lanzaremos un Programa de Orientación Educativa y Laboral que muestre a los alumnos las posibilidades de empleabilidad de los distintos itinerarios educativos, tanto en educación universitaria como en Formación Profesional y enriqueceremos los certificados de profesionalidad orientándolos a los alumnos con mayor riesgo de abandono prematuro. 5.10 Implantaremos un procedimiento electrónico que permita a las familias consultar el estado del expediente del alumno. Modernizaremos el sistema educativo: mantendremos y mejoraremos los servicios complementarios online desplegados durante el confinamiento para facilitar las consultas de los padres y madres a distancia. 5.11 Aseguraremos los recursos suficientes en los centros educativos para poner en marcha el aprendizaje personalizado, con un enfoque multinivel y la inclusión de todos los alumnos, incluidos aquellos con Altas Capacidades. 5.12 Dotaremos de recursos al centro de orientación específico de Altas Capacidades, para que pueda llevar a cabo la detección temprana y que así estos alumnos puedan desarrollar todo su potencial. 5.13 Eliminaremos las barreras que afectan negativamente al aprendizaje y la correcta atención a la diversidad, y apostaremos decididamente por el Diseño Universal del Aprendizaje. 5.14 Crearemos un protocolo para la detección precoz que garantice una intervención adecuada en los casos de Alumnos con Dificultades Específicas de Aprendizaje (ADEA), Trastorno Específico del Lenguaje (TEL), y demás Alumnos con Necesidades Específicas de Apoyo Educativo (ACNEAE). 5.15 Implantaremos un Plan de Refuerzo y Apoyo Educativo mediante tutorías individualizadas en la Comunidad de Madrid. Desarrollaremos un programa de apoyo y refuerzo educativo para el alumnado de educación obligatoria de carácter voluntario y en grupos reducidos para fortalecer las competencias y contenidos. 5.16 Dotaremos de mayores recursos a los centros educativos con una tasa de fracaso escolar por encima del 15%. Incrementaremos los recursos extraordinarios aportados a estos centros para reducir la ratio de alumnos por profesor, mejorar y aumentar los recursos materiales de los centros y a desarrollar actividades extraescolares de carácter deportivo que tendrán carácter gratuito. 5.17 Garantizaremos un verdadero sistema bilingüe en los centros públicos y privados-concertados de la Comunidad de Madrid también en la enseñanza de 0 a 6 años. Diseñaremos un ciclo formativo, que se realizará de manera preferente durante el horario escolar, para que todo el personal docente de la comunidad tenga las competencias suficientes para realizar clases en este idioma. 5.18 Impulsaremos el programa educativo “Muévete”. Potenciaremos los hábitos de vida saludables y la actividad física entre los alumnos de educación obligatoria con la colaboración de deportistas madrileños de alto nivel. 5.19 Garantizaremos una educación en valores democráticos y del siglo XXI para todos los alumnos de la Comunidad de Madrid. Evitaremos la implantación del “veto curricular” e impulsaremos un Protocolo único para Igualdad de Trato y No Discriminación en los centros educativos. Los padres, madres y tutores del alumnado tienen derecho a elegir el centro que mejor se adapte a sus preferencias y a la educación de sus hijos. Estos derechos son compatibles con el pleno desarrollo de la personalidad humana en el respeto a los principios democráticos de convivencia y a los derechos y libertades fundamentales. 5.20 Reduciremos la carga burocrática que soporta el profesorado para garantizar que puedan dedicar esas horas a la docencia y a la innovación educativa. Presentaremos una propuesta para simplificar y disminuir el número de tareas administrativas que llevan a cabo durante su jornada laboral. De esta manera, el profesorado podrá dedicar un mayor número de horas a seguir formándose y a preparar las clases, lo que redundará en una mayor calidad del sistema educativa. 5.21 Incentivaremos al profesorado a actualizar sus competencias de manera continua a lo largo de su carrera laboral. Desarrollaremos un itinerario formativo específico para el profesorado, teniendo en cuenta sus competencias y las necesidades presentes y futuras del sistema educativo. 5.22 Potenciaremos la autonomía de los centros y de sus órganos de dirección para mejorar sus resultados educativos. Los centros contarán con autonomía para la coordinación, implantación y supervisión de su proyecto docente y educativo, reforzando a la vez las competencias y atribuciones de los órganos de dirección. 5.23 Impulsaremos una nueva Ley de Formación Profesional en la Comunidad de Madrid. Apostaremos por elevar la calidad del sistema de la Formación Profesional y dotar a las empresas y sectores productivos de los perfiles profesionales más adecuados en el marco de la cuarta revolución industrial y las necesidades específicas del tejido productivo. 5.24 Impulsaremos un nuevo Plan para la Formación Profesional de la Región de Madrid. Propondremos potenciar particularmente los ciclos formativos relacionados con el Big Data, la robótica, las energías renovables y para la Atención a personas en situación de dependencia. 5.25 Dignificaremos la Formación Profesional como itinerario complementario y de igual valor a la educación universitaria. Suscribiremos convenios con Universidades para la creación de Campus Universitarios y de Formación Profesional (CUFP) mediante la integración en sus instalaciones de CIFP, cuyos alumnos podrán utilizar los equipamientos y servicios en las mismas condiciones que el resto de los alumnos. 5.26 Bono joven de 100 euros para que los jóvenes disfruten e inviertan en Cultura. Bono destinado a jóvenes entre 18 y 25 años por un importe de 100 euros anuales para fomentar la asistencia física a eventos culturales: cine, teatro, danza, musicales, ópera y música clásica, conciertos, museos, exposiciones y entradas a edificios históricos. 5.27 Convertiremos la Comunidad de Madrid en el referente mundial de la lengua y la cultura españolas y promocionaremos nuestra Comunidad como referente cultural en Europa para atraer talento artístico e inversión en cultura. 5.28 Preservaremos y promocionaremos la riqueza patrimonial y cultural de nuestras ciudades declaradas Patrimonio de la Humanidad por la UNESCO y apoyaremos a todos los municipios de la región para que puedan actualizar los catálogos municipales de Patrimonio Histórico."
76,"5.1 Aseguraremos la libertad de elección de las familias para la educación de sus hijos. Nos opondremos a la Ley Celaá para garantizar una educación de calidad, inclusiva en cumplimiento del artículo 27 de la Constitución Española. Garantizaremos la libertad de las familias para escolaricen a sus hijos en el centro educativo cuyo proyecto educativo les sea más atractivo y aumentaremos los recursos destinados a los Centros de Educación Especial y a los centros ordinarios que escolaricen a alumnado con necesidades educativas especiales."
77,"5.2 Aumentaremos el número de docentes de la escuela pública, convirtiendo las 10.000 plazas de personal eventual de refuerzo durante la pandemia en personal fijo. Aseguraremos de manera paulatina, asimismo, las ratios de alumno por aula que se han establecido durante la pandemia."
78,"5.3 Aprobaremos un plan de acción para una educación innovadora, inclusiva, equitativa y de calidad. Apostaremos por la educación en competencias, a través de proyectos y prácticas docentes innovadoras que tengan en cuenta las necesidades de los alumnos en materia de aprendizaje o competencias digitales."
79,5.4 Garantizaremos una financiación adecuada para los centros educativos privados-concertados. Promoveremos la revisión de la cuantía de los módulos de concierto para equiparar la financiación del puesto escolar en toda la red financiada con fondos públicos.
80,5.5 Proporcionaremos recursos complementarios a los centros privados-concertados que escolaricen a alumnado con necesidades educativas especiales. Crearemos una partida específica en los próximos Presupuestos regionales para dotar de mayores recursos humanos y materiales a los centros concertados que escolaricen a alumnado con necesidades educativas especiales.
81,"5.6 Un sanitario en cada colegio. Aseguraremos que nuestros niños cuentan con un profesional sanitario que pueda hacer seguimiento desde el centro de los niños con patologías o alergias alimentarias, así como atender accidentes o dolencias puntuales con el conocimiento y aprobación de los padres."
82,"5.7 Velaremos por el desarrollo del máximo potencial y la defensa de los derechos de todos, y en concreto cuando se trate de alumnos con necesidades educativas especiales o necesidades educativas de apoyo específico."
83,"5.8 Garantizaremos la elección de centro para las familias madrileñas que tengan hijos con algún tipo de discapacidad. Posibilitaremos que las familias tengan acceso en igualdad de condiciones a centros de educación especial o en centros ordinarios con apoyos, anteponiendo siempre el bien superior del menor."
84,"5.9 Apostaremos por la empleabilidad de nuestros jóvenes a través de la orientación desde la enseñanza obligatoria. Lanzaremos un Programa de Orientación Educativa y Laboral que muestre a los alumnos las posibilidades de empleabilidad de los distintos itinerarios educativos, tanto en educación universitaria como en Formación Profesional y enriqueceremos los certificados de profesionalidad orientándolos a los alumnos con mayor riesgo de abandono prematuro."
85,5.10 Implantaremos un procedimiento electrónico que permita a las familias consultar el estado del expediente del alumno. Modernizaremos el sistema educativo: mantendremos y mejoraremos los servicios complementarios online desplegados durante el confinamiento para facilitar las consultas de los padres y madres a distancia.
86,"5.11 Aseguraremos los recursos suficientes en los centros educativos para poner en marcha el aprendizaje personalizado, con un enfoque multinivel y la inclusión de todos los alumnos, incluidos aquellos con Altas Capacidades."
87,"5.12 Dotaremos de recursos al centro de orientación específico de Altas Capacidades, para que pueda llevar a cabo la detección temprana y que así estos alumnos puedan desarrollar todo su potencial."
88,"5.13 Eliminaremos las barreras que afectan negativamente al aprendizaje y la correcta atención a la diversidad, y apostaremos decididamente por el Diseño Universal del Aprendizaje."
89,"5.14 Crearemos un protocolo para la detección precoz que garantice una intervención adecuada en los casos de Alumnos con Dificultades Específicas de Aprendizaje (ADEA), Trastorno Específico del Lenguaje (TEL), y demás Alumnos con Necesidades Específicas de Apoyo Educativo (ACNEAE)."
90,5.15 Implantaremos un Plan de Refuerzo y Apoyo Educativo mediante tutorías individualizadas en la Comunidad de Madrid. Desarrollaremos un programa de apoyo y refuerzo educativo para el alumnado de educación obligatoria de carácter voluntario y en grupos reducidos para fortalecer las competencias y contenidos.
91,"5.16 Dotaremos de mayores recursos a los centros educativos con una tasa de fracaso escolar por encima del 15%. Incrementaremos los recursos extraordinarios aportados a estos centros para reducir la ratio de alumnos por profesor, mejorar y aumentar los recursos materiales de los centros y a desarrollar actividades extraescolares de carácter deportivo que tendrán carácter gratuito."
92,"5.17 Garantizaremos un verdadero sistema bilingüe en los centros públicos y privados-concertados de la Comunidad de Madrid también en la enseñanza de 0 a 6 años. Diseñaremos un ciclo formativo, que se realizará de manera preferente durante el horario escolar, para que todo el personal docente de la comunidad tenga las competencias suficientes para realizar clases en este idioma."
93,5.18 Impulsaremos el programa educativo “Muévete”. Potenciaremos los hábitos de vida saludables y la actividad física entre los alumnos de educación obligatoria con la colaboración de deportistas madrileños de alto nivel.
94,"5.19 Garantizaremos una educación en valores democráticos y del siglo XXI para todos los alumnos de la Comunidad de Madrid. Evitaremos la implantación del “veto curricular” e impulsaremos un Protocolo único para Igualdad de Trato y No Discriminación en los centros educativos. Los padres, madres y tutores del alumnado tienen derecho a elegir el centro que mejor se adapte a sus preferencias y a la educación de sus hijos. Estos derechos son compatibles con el pleno desarrollo de la personalidad humana en el respeto a los principios democráticos de convivencia y a los derechos y libertades fundamentales."
95,"5.20 Reduciremos la carga burocrática que soporta el profesorado para garantizar que puedan dedicar esas horas a la docencia y a la innovación educativa. Presentaremos una propuesta para simplificar y disminuir el número de tareas administrativas que llevan a cabo durante su jornada laboral. De esta manera, el profesorado podrá dedicar un mayor número de horas a seguir formándose y a preparar las clases, lo que redundará en una mayor calidad del sistema educativa."
96,"5.21 Incentivaremos al profesorado a actualizar sus competencias de manera continua a lo largo de su carrera laboral. Desarrollaremos un itinerario formativo específico para el profesorado, teniendo en cuenta sus competencias y las necesidades presentes y futuras del sistema educativo."
97,"5.22 Potenciaremos la autonomía de los centros y de sus órganos de dirección para mejorar sus resultados educativos. Los centros contarán con autonomía para la coordinación, implantación y supervisión de su proyecto docente y educativo, reforzando a la vez las competencias y atribuciones de los órganos de dirección."
98,5.23 Impulsaremos una nueva Ley de Formación Profesional en la Comunidad de Madrid. Apostaremos por elevar la calidad del sistema de la Formación Profesional y dotar a las empresas y sectores productivos de los perfiles profesionales más adecuados en el marco de la cuarta revolución industrial y las necesidades específicas del tejido productivo.
99,"5.24 Impulsaremos un nuevo Plan para la Formación Profesional de la Región de Madrid. Propondremos potenciar particularmente los ciclos formativos relacionados con el Big Data, la robótica, las energías renovables y para la Atención a personas en situación de dependencia."
100,"5.25 Dignificaremos la Formación Profesional como itinerario complementario y de igual valor a la educación universitaria. Suscribiremos convenios con Universidades para la creación de Campus Universitarios y de Formación Profesional (CUFP) mediante la integración en sus instalaciones de CIFP, cuyos alumnos podrán utilizar los equipamientos y servicios en las mismas condiciones que el resto de los alumnos."
101,"5.26 Bono joven de 100 euros para que los jóvenes disfruten e inviertan en Cultura. Bono destinado a jóvenes entre 18 y 25 años por un importe de 100 euros anuales para fomentar la asistencia física a eventos culturales: cine, teatro, danza, musicales, ópera y música clásica, conciertos, museos, exposiciones y entradas a edificios históricos."
102,5.27 Convertiremos la Comunidad de Madrid en el referente mundial de la lengua y la cultura españolas y promocionaremos nuestra Comunidad como referente cultural en Europa para atraer talento artístico e inversión en cultura.
103,5.28 Preservaremos y promocionaremos la riqueza patrimonial y cultural de nuestras ciudades declaradas Patrimonio de la Humanidad por la UNESCO y apoyaremos a todos los municipios de la región para que puedan actualizar los catálogos municipales de Patrimonio Histórico.
